story,gender
"אני למדתי בתיכון לפני כ 10 שנים, כבר בתיכון ידעתי שאני ארצה להיות קונדיטורית כשאהיה גדולה. מאוד אהבתי את התחום, והחלטתי ללכת ללמוד את זה כשאסיים את הצבא. באמת אחרי שהשתחררתי, החלטתי למשוך את כספי הפיקדון ולהירשם ללימודי קונדיטוריה בבית הספר דנון בתל אביב. שם למדתי להכין המון דברים ממש מיוחדים, במהלך הלימודים הייתה נסיעה משותפת עם המרצה לטיול טעמים בפריז. נסעתי לשם יחד עם אחותי, שאוהבת מאוד את פריז. לקחנו מלון ממש במרכז העיר, ובכל בוקר היינו יורדות יחד לבית הקפה לפתוח הבוקר, ואז היינו מתפצלות כל אחת לדרכה, היא הלכה לפגוש חברה שגרה בעיר, ואני הלכתי יחד עם חבריי ללימודים לסיור הקולינרי. באחד הימים המרצה לקח אותנו מחוץ לעיר, לעיירה קטנה, שם ביקרנו את המרצה שלו מהתקופה בה הוא למד. זו הייתה מסעדה איטלקית, הראנו לנו שם את כל הטכניקות להכנת פסטות, הכינו רביולי בכל מיני מילויים, והראנו לנו שיטות שונות למילוי הכיסונים בצורות מיוחדות. אחרי הביקור, המשכנו קצת לטייל, ראינו המון נופים, והכל היה ירוק. התקופה הייתה אביב. היה קצת קר, ולעיתים ירד גשם, אבל הכל סביב פרח והיה מהמם. אחרי הטיול חזרנו חזרה לפריז, כבר באותו היום. ישבתי בערב יחד עם אחותי בבית קפה בתוך מבנה מאוד גבוה, בערך 50 קומות מעל הקרקע, יכולנו לראות משם את כל הנוף של העיר. שיתנו יחד שוקו חם. ועשינו כמה תמונות על הנוף של העיר. לאחר מכן חזרנו לארץ. והמשכתי בלימודיי עוד כחצי שנה. אחרי שסיימתי ללמוד החלטתי ללכת לכיוון הקונדיטוריה הצרפתי, ועשיתי עוד השתלמות בתחום הזה. החלטתי לנסות את מזלי, וישר לפתוח עסק משלי לפני שאעבוד אצל אחרים. באמת זה היה מאוד מוצלח, פתחתי עסק קטן בהתחלה מהבית, ועשיתי סדנאות לקבוצות. אחרי תקופה שבה מאוד הצלחתי, והתפרסמתי החלטתי לפתוח מקום משלי. פתחתי חנות קטנה ואותנטית בלב תל אביב, הייתה הצלחה גדולה, הגיעו מכל מיני עיתונים וערוצי טלוייזיה לסקר את המקום, הוא היה מאוד נפוץ בקבוצות האוכל בפייסבוק וגם באינטגרם. בעקבות העומס החלטתי לפתוח סניף נוסף, הפעם בכפר סבא. גם שם המקום מאוד מצליח.",f
"רציתי יום כיף, ועבר הרבה זמן מאז שהייתי בירושלים אז החלטתי לקחת יום חופש מהעבודה ולנסוע לטיול בעיר. התחלתי את היום בנסיעה לירושלים, אני אוהב לנהוג אז בחרתי לי את המוזיקה האהובה עלי, פתחתי את כל החלונות ברכב כמו שאני אוהב ונתתי לרוח לנשוב עם הביט של המוזיקה ברקע, תענוג, אין מילים לתאר את ההרגשה של החופש. הנסיעה עברה די חלק, ולאחר כשעה הגעתי לעיר המיוחדת - ירושלים תמיד הייתה שונה בעיני משאר הערים, הייתה לה אווירה עתיקה ומעניינת, הכל היה בה שונה, האוויר, האנשים, וכל מה שמרכיב אותה, עיר מיוחדת ללא ספק. התחלתי את היום בסיבוב באזור ממילא, הייתי צריך לקנות לעצמי מספר פריטים וזאת הייתה הזדמנות מצוינת לעשות זאת. משם נכנסתי לעיר העתיקה, וטיילתי קצת בעיר, הרבה זמן עבר מאז הפעם האחרונה שהייתי כאן, לא הרבה השתנה, אבל העוצמה של העיר נשארה כמו שהכרתי אותה. שעת הצהריים התקרבה וכך גם התקרבתי לאזור היותר אהוב עלי בעיר - שוק מחנה יהודה. מלבד אהבתי לעיר ירושלים, אני חובב אוכל מושבע, ותמיד רציתי לעשות סיור אוכל מושקע בשוק מחנה יהודה, מספר חברים שלי כבר עשו זאת וסיפרו לי ואני רק חיכיתי להזדמנות לעשות זאת בעצמי. התחלתי את המסע הקולינרי הירושלמי שלי במאפיית מרציפן הידועה לשמצה, קניתי לי 2 חבילות לבית של הרוגלך הידועים והטעימים שלהם, משם המשכתי למסעדת מחניודה של אסף גרניט, והזמנתי לי ארוחת צהריים טעימה ומפנקת. לאחר שסיימתי במחניודה, יצאתי מאזור השוק והמשכתי את הטיול שלי בעיר, הלכתי אל עבר טחנת הרוח במשכנות שאננים בעיר, אני אוהב לראות מקומות וסיפרו לי שאני חייב לבקר שם. כאשר התחלתי להתקרב אל אזור טחנת הרוח עליתי אל רחבת הטחנה, והנה אני שם, ולפני מבנה מרהיב ומרשים. מצד ימין של תחנת הרוח ראיתי משהו מאוד מעניין, הייתה זו מרכבה, המרכבה של מונטיפיורי ששירתה אותו במסעותיו באירופה והמזרח התיכון, איזו פיסת היסטוריה מרתקת. היום החל להתקרב אל סופו, השמש התחילה כבר לשקוע, והרעב חזר אלי, לכן לפני שסיימתי את יום הכיף בירושלים החלטתי ללכת לאכול בפיצה ברדק בגן הפעמון, תמיד מגישים שם פיצות מקוריות וגדולות, לאחר שאכלתי ושבעתי, מכאן כבר יכולתי לחזור הביתה, מרוצה - את יום הכיף הזה ניצלתי כראוי.",m
"זה היה בוקר די שגרתי קמתי בשעה 8 אחרי שישנתי טוב במטרה להפוך את היום לפרודקטיבי , תכנון שלי היה להתחיל בשעה 9 במטרה לצפות בלפחות הרצאה אחת מכל קורס שהיה לי עד השעה 13 ואז בשעה 13 לעשות הפסקת צהריים עד 14 ידעתי שבערב יש לי מסיבת יומולדת לחבר שגר באיזה מושב בצפון ככה שאני צריך לצאת מתל אביב גג ב20 בשביל להגיע בזמן. אמרתי לעצמי שבשעה 14 אתפנה טיפה לפתירת שאלות מראיונות עבודה ולצפות בסרטון מעולה של חמש שעות שמצאתי ביוטיוב שמסביר על פייתון משהו שרציתי להתחזק בו. התחלתי בשעה 9 לפי המתוכנן לצפות בהרצאה ה1 אחרי חמש דקות של הרצאה כל החשמל בדירה קפץ אחרי שהרמתי אותו חזרה והכל היה סבבה משהו נדפק עם הרשת וכמעט חצי שעה לא הצלחתי להתחבר לרשת בסוף התייאשתי ופתחתי גישה אישית מהפלאפון שלי , המשכתי מאיפה שהפסקתי בהרצאה ואז עד שהבאתי את עצמי למצב מפוקס וקולט השכנה שלי דפקה לי בדלת וביקשה ממני שאעזור לה לתקן לה את המדפסת שלא עובדת … הלכתי אליה עזרתי לה די מהר לתקן את הבעיה ואז חזרתי לדירה במטרה להמשיך את ההרצאה , מפה לשם השעה הייתה כבר 11 ופתאום נזכרתי שאני חייב לקנות משהו לערב שתייה וכאלה ועל הדרך גם אקנה איזה משהו לבשל לצהריים … הגעתי לסופר שנמצא ממש קרוב לבית ואז גיליתי שאין עליי מסיכה והשומר לא נתן לי להיכנס אחרי שביקשתי ממנו שיביא לי מסיכה ,בכל זאת אנחנו בסופר הם מוכרים אריזות של מסיכות בסטוקים, כולי עצבני חזרתי חזרה לסופר בחום של 40 מעלות אילתרתי ממש וקניתי כמה בקבוקים פלוס דברים שיהיו לי וגם החלטתי לעצור כדי לקנות בשר.. המוכר בקצבייה היה סופר עצבני ודיבר לא יפה לאיזה גברת ממש נחמדה אז יצאתי לו על החיים שידבר יפה והוא עוד שנייה יצא מהקצבייה עם הסכין ביד כדי להרוג אותי הייתי כבר מוכן לזה ואז אחד החברים שלו שם בא לעצור אותו , חזרתי הביתה בעצבים עד השמיים בערך עייף מת מכל היום המתסכל הזה ובתכלס למדתי אולי חצי שעה במצטבר כל היום.",m
"בת הזוג שלי מאוד אוהבת להכין עוגות, ואני בעיקר אוהב לאכול אותן. לפני כמה חודשים היא שאלה אותי מתי אני אכין לה עוגה, ואמרתי לה שאני לא מתחבר לאפייה ואף פעם לא הכנתי עוגה, אבל אני מוכן להכין לה עוגה ביום הולדת שלה אם היא מבטיחה לאכול את העוגה גם אם העוגה לא תצא טעימה. כמובן שהיא הסכימה ומאז הספיקה לשכוח מזה. לקראת יום ההולדת שלה החלטתי להכין להטריל אותה ולהכין לה עוגה שהיא לא תאהב. אחרי חיפושים באינטרנט החלטתי להכין לה עוגת חלווה. בגלל שמעולם לא הכנתי עוגה לפני זה ביקשתי מחברים שלי שיעזרו לי להכין לה עוגה חלוות והם כמובן הסכימו, כי הם מסכימים לכל הטרלה, בטח אם מדובר בבת הזוג שלי. החלטנו שיום לפני יום ההולדת שלה נלך לקנות מצרכים לעוגה באיזור השעה 7 בערב, ואחר כך נבוא אלי ונכין את העוגה. באותו היום (יום לפני יום ההולדת שלה) היו לי המון תקלות דחופות בעבודה, ועל כל תקלה שפתרתי צצה תקלה דחופה אחרת. לא היה מי שיחליף אותי באותו זמן כי אני הייתי הכונן בעבודה. הגיעה השעה 7 בערב ועדיין הייתי עמוס בתקלות ולא יכלתי ללכת לקנות מצרכים לעוגה עם חברים שלי. בסוף החלטנו שחברים שלי ילכו לקנות את המצרכים לעוגה בזמן שאני ממשיך ללעבוד, בתקווה שעד שהם יסיימו לקנות הכל ולבוא אלי אני כבר אסיים לעבוד. שלחתי לחברים שלי את המתכון לעוגה כדי שידעו איזה מצרכים הם צריכים לקנות, ובגלל שלא היה לי זמן לבדוק מה יש בבית ומה אין וצריך לקנות, אז פשוט אמרתי להם שיקנו הכל. אז יצא שהם באמת קנו הכל כולל הכל - חלב, שמן, חלווה וכולי, ככה שיצאה עוגת חלווה די יקרה. עד שהם הגיעו לבית שלי באמת כבר סיימתי לעבוד והתחלנו להכין את העוגה. בזמן הכנת העוגה יצא שלכלנו את כל המטבח, שפכנו קמח, חלווה ומה לא על הרצפה אבל בסופו של דבר הצלחנו להכניס 2 תבניות של עוגת חלווה לתנור, והעוגה יצאה לא רעה בכלל. יום למחרת ביום ההולדת של בת הזוג שלי הבאתי את העוגה ואמרתי לה שעמלתי קשות כדי להכין לה בפעם הראשונה בחיי עוגה. כמובן שהיא מאוד התלהבה עד שהיא גילתה שהכנתי לה עוגת חלווה ואז היא התחילה לצחוק. היא עמדה בהבטחה שלה ולמרות שהיא לא אוהבת חלווה היא הסכימה לטעום מהעוגה. אחרי זה הבאתי לה את המתנה האמיתית ליום הולדת שלה, ומאז לא יצא לי להכין יותר עוגות, עד היום הולדת הבאה שלה ככל הנראה.",m
"בינואר 2021, מעט זמן לאחר התחלת חיסוני בני 20+ התחסנתי בפעם הראשונה לקורונה. כשבוע לאחר מכן, אמי התחילה להרגיש לא טוב, יצאה חיובית לקורונה ולכן נכנסתי לבידוד איתה בבית. נזהרנו כמה שאפשר אבל לא מספיק וכ-3 ימים לאחר מכן גם אני פיתחתי תסמינים של חולשה, כאבי שרירים והרגשה כללית מאוד לא טובה לכן הלכתי להיבדק ויצאתי חיובי גם כן. לא חווינו תסמינים כמו איבוד חושי הטעם והריח, קשיי נשימה ותסמינים מוכרים אחרים אבל היינו מותשים ואחרי כל פעילות הכי קטנה היינו צריכים לנוח ממש כאילו רצנו מרתון. בנוסף, לא נתתי לעצמי ממש לנוח כי רציתי להמשיך לעבוד(עובד כמפתח תוכנה) ומן הסתם לא הייתי מרוכז וחד כמו תמיד אבל השתדלתי מאוד לתת תפוקה כרגיל(גם אם זה אומר לעבוד עד הלילה ועוד). בעלה של אמא שלי גר איתנו בבית ועבר בזמן הזה לגור בחדר פנוי בבית, השתמש בחדר שירותים של הבית לעומתנו שהשתמשנו בחדר של אמי ואם הלכנו למטבח לעתים רחוקות זה היה עם כפפות, מסכות ובזהירות המירבית. היינו כשבוע מאוד חלשים ובמצב מאוד לא נעים אבל למזלנו הסימפטומים לא היו קשים, החלמנו ובעלה לא נדבק. (גם הוא היה בין החיסונים כמוני) מאז אותו זמן, ישנם הרבה מחלוקות בתוך המשפחה מכיוון שחלקנו מעודדים התחסנות וחלק נגד בגלל חוסר הידיעה והפחד מחיסון חדש ולא מוכר מספיק. מצד אחד, אני מבין את החשש של מי שמפחד אבל אני גם מודע להשלכות הפוטנציאליות של המחלה, במיוחד אצל אנשים מבוגרים כמו אמי שכבר עברה את גיל 60 ואמנם חלתה כבר אבל עלולה חס וחלילה לחלות שוב. בנוסף למחלה הלא נעימה, אני ואמי מרגישים עייפות מוגברת מאז שחלינו(בעיקר היא) והיה לנו קשה לחזור לפעילויות ספורטיביות שאהבנו והיינו רגילים מלפני. בנוסף הריכוז והזכרון קצת ירדו אבל היום לפחות אצלי כבר המצב הרבה יותר טוב. כעת יש דיונים לגבי ליל הסדר בהם אחותי ההריונית שלא התחסנה בשל הפחד מחיסון בהריון(אך כן תומכת בלהתחסן) מבקשת מאחותי השנייה להיבדק לפני ליל הסדר אך כנראה שזה לא יקרה ויש ספק אם בכלל תתרחש הארוחה בגלל המצב הלא נעים, מה שיוצר המון כעס ותסכול בקרב בהמשפחה.",m
"התקופה היא קיץ, לקראת תקופת החגים. אני ושלושת החברים הקרובים אליי החלטנו לנצל את החופש הקצר שיש לנו לטובת טיול משותף לאחר שזמן רב לא יכולנו לטייל ברחבי הארץ, בגלל מצב הקורונה בארץ ובעולם. החלטנו יחד לנסוע למקום שאף אחד מאיתנו לא ביקר בו עדיין, למעיין בבקעת הירדן. לקראת הטיול הכנו רשימה ובה המצרכים שכל אחד אמור להביא. החלטנו להכין את ארוחת הבוקר - צהרים בעזרת גזיה, ובדרך חזור לאכול במסעדה שנמצאת בדרך. יצאנו מוקדם בבוקר, המזג אוויר היה מצוין ונמנענו מפקקים במהלך הדרך עקב יציאתנו המוקדמת. הנסיעה ארכה כשעתיים, כאשר בדרך אנו עוברים על פני נופי הצפון. הגענו לחניון, העמסנו את כל הציוד, והתחלנו לצעוד אל עבר המעיין. כאשר הגענו אל המקום, גילינו כמות לא מבוטלת של אנשים, אך בכל זאת מצאנו לנו מקום נוח להתמקם בו. פרסנו מחצלת, הוצאנו את ציוד הבישול, והתחלנו להכין שקשוקה. חתכנו עגבניות, בצל וירק, לאחר מכן בישלנו את הכל במחבת, ותיבלנו בתבלינים. בנוסף, הבאנו סלטים, גבינות ולחם מיוחד. לאחר ארוחת הבוקר, החלטנו להיכנס למעיין. הייתה אפשרות לקפוץ בעזרת חבל אל המעיין, אז ניצלנו אפשרות מהנה זאת. לאחר מכן החלטנו לחזור ולשבת במקום שבו התמקנו, לנוח, לשמוע מוסיקה ולשתות בירה קרה. דיברנו אחד עם השני, ובזמן זה הכרנו אנשים נוספים שישבו לידנו והצטרפו אלינו. לאחר שהתחברנו עם החבר'ה הנוספים, החלטנו להמשיך איתם יחד למסלול הליכה בתוך נחל, הנמצא מרחק של כמה דקות נסיעה מהמעיין. עשינו את דרכנו חזרה אל הרכב, ונסענו אל המסלול. הגענו תוך חמש דקות. התחתלנו את המסלול, שהיה קליל מבחינת הרמה שלו. המים הגיעו עד אזור המותניים, ולעיתים גם היו זרמים חזקים. סיימנו את המסלול לאחר כשעה, ובסוף הייתה לנו האפשרות לישיבה על שפת הנחל. נשארנו שם עוד כשעה וחצי, ואז החלטנו שהגיע הזמן ללכת לאכול. התחלנו בנסיעה, ולאחר כעשרים דקות מצאנו מסעדה בדרך. עצרנו לאכול במשך כשעה, ולאחר יום ארוך ומעייף, עשינו את דרכנו הביתה, במשך כשעתיים, יחד עם מוסיקה מלווה ברקע.",m
"כל יום כשאני הולך לצבא אני דואג לשים לי בתיק בקבוק מים, כוס קפה ריקה (שאכין איתה קפה במשרד) ומשקפי שמש לדרך. באותו היום הרגשתי תחושה מאוד מוזרה, משהו נתן לי הרגשה שהיום לא הולך להיות שגרתי אבל אמרתי לעצמי: "" ""לא נורא.. סתם תחושה"" "". הגעתי לבסיס והתחלתי בעבודה הרגילה שלי. כתיבת מסמכים ועבודה על מערכת מרכזית שבניתי. בשעה 10 החלטתי לקחת הפסקה מהעבודה וללכת להכין לי כוס קפה. הוצאתי את כוס הקפה שלי מהתיק והלכתי לכיוון המטבחון כדי להכין את הקפה. הרתחתי מים והוצאתי את הקפה וחיכיתי שהמים ירתחו. בזמן שהמים מתחממים קיבלתי שיחת טלפון ממספר לא מזוהה, היה נראה כמו מספר של מישהו שמתקשר מחו"" ""ל. עניתי ושאלתי מי זה אך לא ענו לי במספר. לאחר מספר שניות ענתה מערכת קולית שביקשה ממני להגיע במהרה הבייתה ולאחר מכן נשמעה הקלטה ובה אבא שלי בשיחה עם הגיטריסט והיוצר הבריטי שאני אוהב מאוד Steven Wilson. עזבתי הכל ואמרתי למפקד הישיר שלי שאני חותם יום חופש ויצאתי מהר הבייתה. היו המון פקקים בדרך וה-Waze העריך שייקח לי שעה נסיעה הבייתה. התחלתי להיזכר בכל השאלות שרציתי לשאול אותו כי בכל זאת, לא כל יום יוצא לי לפגוש באמן בינלאומי. כשהגעתי לחניה ראיתי שהרכב של אבא שלי חונה והבנתי שלא עובדים עליי כי בדרך כלל אבא שלי אמור להיות בעבודה בשעות האלו. עליתי הבייתה וכשפתחתי את הדלת גיליתי שאכן סטיבן נמצא בסלון עם 2 גיטרות ומגבר. מרוב התרגשות לא יצאו לי מילים מהפה ואז סטיבן התקרב ואמר "" ""אז אתה זה המעריץ המדובר?"" "" השבתי בחיוב ומיד לאחר מכן ישבנו והתחלנו לדבר על כל המוזיקה שהוא עושה. הוא סיפר שלא פשוט להיות אמן ושיש לזה מחיר נפשי שלא רואים אותו כששומעים את המוזיקה. הוא נתן לי טיפ לשים לב למילים ולמה שעומד מאחוריהן וככה לקבל טיפת הבנה על מה שעבר על האמן כשהוא כתב את המילים. לפני שהוא הלך הוא ניגן לי כמה מהשירים המוכרים ובעיקר את אלו שאני ממש אהבתי. כמובן שהצטרפתי אליו בגיטרה ולאחר מכן הוא הלך בלי הרבה מילות פרידה. אין ספק שזה היה הרגע הכי טוב בחיי.",m
"לפני כחצי שנה עלה לי רעיון לקדם את סבתא שלי מבחינה טכנולוגית וללמד אותה שימוש באפליקציה שתתרום לה רבות ביום יום שלה. האפליקציה אותה בחרתי ללמדה הינה GMAIL. סבתי בת 85, אישה עצמאית, טרם תקופת הקורונה הייתה מאוד פעילה; הרבתה לצאת מהבית למפגשים עם חברים, קונצרטים, הרצאות, טיולים ולמועדון גימלאים. לסבתי תמיד היה את הרצון להשתלב בחברה באמצעות שימוש באמצעים טכנולוגיים מתקדמים אך לאור גילה וכן לאור העובדה שגדלה בעולם ללא קדמה טכנולוגית היא מתקשה לעשות זאת. כיום בתקופת הקורונה כשסבתי ממעיטה לצאת מהבית ורוב זמנה נמצאת לבדה, ישנה חשיבות רבה להעשיר אותה בכלים שיאפשרו לה לתקשר עם מכרים וגופי שירות שונים. תחילה, הסברתי לסבתי מה האפליקציה מאפשרת לה לעשות וכיצד יכולה להקל עליה ביומיום. לאחר מכן, הורדתי את האפליקציה לפלאפון שלה ומיקמתי אותה במקום מרכזי בפלאפון שיהיה לה נגיש וכן פתחתי לה חשבון מייל חדש. לאחר מכן, הסברתי לה על הפעולות הבסיסיות שביכולתה לבצע באפליקציה: שליחה וקבלת מיילים, וחיפוש מייל מסויים. בחלק המעשי הדגמתי לה כיצד אני יוצרת מייל חדש ולאחר מכן נתתי לה לנסות בעצמה מספר פעמים עד שהבינה את התהליך במלואו. כמו כן, תרגלנו גם קבלת מיילים. אחד הקשיים המרכזיים היה מציאת הכפתורים הרלוונטיים היות ואפליקציית המייל מכילה בתוכה פיצ'רים רבים. על מנת לפתור בעיה זאת, רשמתי על דף את השלבים השונים בפירוט וליד כל שלב ציירתי את הכפתור הרלוונטי. בנוסף, היה לה קושי בתפעול האפליקציה שכן כל הכפתורים שבה קטנים. לכן, בהגדרות הפלאפון שיניתי את גודל הכתב לגודל מקסימלי מה שהשפיע גם על גודל האייקונים. כשסיפרתי לסבתי שברצוני ללמד אותה את האפליקציה היא הגיבה בהתרגשות רבה מאחר וכיום כל המיילים שמגיעים אליה למעשה נשלחים לאימי אשר מעדכנת אותה בקבלתם. כעת, לאחר לימודה את האפליקציה, אמי תעביר לה את כלל המיילים המיועדים אליה עד אשר תרכוש את המיומנות הנחוצה כדי לנהל את המייל לבדה. על אף גילה המבוגר והרתיעה מלימוד דבר חדש, היא הפתיעה ביכולותיה לתפעל אפליקציה לא פשוטה זו. אמנם זה לקח לנו זמן רב וחזרה רבה על השלבים, אך היא הייתה מאוד נכונה וסבלנית ללמוד את השימושיים הבסיסיים של האפליקציה. סבתי כבר יודעת להשתמש באפליקציית הווטסאפ לכן עניין הכתיבה באפליקציה לא היה חדש לה וזה הקל עליה מאוד בכתיבת המיילים.",f
"אני ובעלי יוצאים מאז שהכרנו קרוב ל7 שנים, ה3 שנים האחרונות היו מאוד משעותיות עבורנו מכיוון שהתחלתי את לימודיי התואר שלי במקביל עם עבודה במשרה מלאהץ, במהלך לימודיי בשנה א' קיבלתי את הצעת נישואים שכל כך חיכיתי לה. כמה חודשים לאחר ההצעה קבענו תאריך לחתוןנה המיוחלת לשנה קדימה.. קבעתי עפ כל הספקים הרלוונטים: דיג'י, צלם, אולם, שמלת כלה, חליפת חתן וכל מה שאנחנו צריכים לחתונה. ההתרגשות הייתה מטורפת וכמה חודשים לפני תאירך החתונה שלנו הגיעה הקורונה. היינו צריכים לדחות את כל החתונה הגדולה שהכנו ולקיים חתונה צנועה עם מספר משתתפים קטן שכלל רק את המשפחה המצומצמת, זה היה מאוד קשה לוותר על אורחים משמועתיים. מתוך 500 אורחים צמצמנו את האורחים לכמות של 40 איש, לאחר שהודענו לכמות של 200 פלוס איש על תאריך החתונה הראשון, הטלפון לא הפסיק לצלצל ואלה היו ימים ממש קשים. היו המון שיחות של דחיות עם ספקים ואי וודאות למתי לדחות את החתונה, כי לא ניתן לדעת באמת מתי הכל יסתיים. בנוסף לכל לחץ החתונה היו תקופות מבחנים בין לבין והלחץ הכולל סביב החתונה השפיע על הציונים שלי ואיכות הלמידה שלי משמעותית. השתדלתי לתת מקום לכל חלק בחיי ולעשות אותו על הצד הטוב ביותר, מאמינה שיש חלקים שנפגעו כאלה שקצת יותר וכמה קצת פחות. בנוסף עברנו דירה לעיר שונה מה שהגביר את הלחץ שהייתי בו. שנה בדיוק לאחר החופה המצומצמת עם חששות רבים והיסוסים בלתי פוסקים קיימנו את האירוע הגדול עם כל המוזמניםץ שלנו, בסופו של דבר הייתה חתונה מהממת ונהנינו מכל רגע עם כל האנשים שאנחנו אוהבים. החוויה של סיום הפרק הזה בחיי הייתה תחושת הקלה.. הפרק הזה היה מאוד חזק והשפיע על כל אספקט בחיי, שינוי הסטטוס ותחילה של בניית משפחה במהלך לימודים עמוסים וקשים ועבודה רצופה. זוהי הייתה חוויה שליוותה אותי שנתיים וחצי והייתה מאוד עוצמתית עבורי, לאחר כל הטירוף חזרתי לשגרה מבורכת עדיין עם המון לחץ של עבודה ולימודים אבל הודתי על כל מה שהיה.",f
"לפני שהתגייסתי הייתי ביום סיירות, וזאת חוויה שאזכור לכל החיים. ביום הראשון הגעתי ליחידת המיון של חיל האוויר שנמצאת בירפ"" ""א 112 בתל השומר ושם עברתי כמה מבחנים. הראשון - סימולטור טיסה - הוא מבחן הבוחן את היכולת לתפעל מטוס האורך כ-3 שעות. יושבים מול מסך כחול/שחור, ובעזרת ידית הניווט של המטוס (סטיק) השולט בכיווני הטיסה והמצערת שאחראית למהירות שולטים במטוס צריך לבצע משימות כמו מרחק ממטוס אויב, פניות, עלייה וירידה בגובה וירי. לפני המבחן נתנו לנו אפשרויות רבות לתרגול, השליטה בסטיק דורשת אימון, ולכן היה קשה להתרגל לסימולטור. בסיום המבחן קיבלתי את הציון ואמרו לי שעברתי ונתנו לי זימון ליום מיונים נוסף לשלב השני. הגעתי ליום המיונים השני באותו המקום, יום זה כולל סדרה נוספת של מבחנים, מבחנים אלו הם מבחנים טכניים ופיזיים, והם דורשים קואורדינציה וסבלנות. במהלך המבחנים היה צריך לתפעל מכשירים שונים, דוגמת מחוגות וגלגלי שיניים, ולבצע משימות בפרקי זמן קצרים יחסית. כך שנאלצים להתמודד עם הרכבה של מכונה על לוח עץ ולבצע משימות שונות; כמו כן נבחנים במבחן קואורדינציית יד-עין, שיבדוק את היכולת שלכם לנווט בתוך לוח עץ צפוף. לאחר מכן נבחנים שוב בסימולטור טיסה ברמה גבוהה יותר ועוברים סדרה נוספת של מבחנים פסיכוטכניים ממוחשבים בנושאים דומים לאלו שהופיעו בשלב א' - מבחנים טכניים, ראייה מרחבית וכדומה. השוני בשלב זה מתבטא גם בביצוע מבחני אישיות - צריך לענות על מגוון שאלוני אישיות, מבחן 300, השלמת משפטים ועוד. בסוף היום הודיעו לי שעברתי את השלב השני ונתנו לי זימון לשלב השלישי. השלב השלישי כלל בדיקות רפואיות בבסיס ירפ"" ""א (יחידת רפואה אווירית). הבדיקות נועדו לבחון את המצב הגופני ולוודא שאוכל לעמוד בקורס המפרך ובטיסות. לאחר מכן עשו לי ריאיון אישי עם פסיכולוג, שבו בדקו את רמת המוטיבציה. בשלב זה נכשלתי בבדיקת הראיה ולא עברתי לשלב הבא שהוא הגיבוש, התבאסתי מאוד שלא יכולתי להמשיך לשלב הבא מכיוון שהחלום שלי היה להיות טייס וכבר עברתי את כל המיונים. אך לאחר מכן הגעתי למקום אחר בצבא שהיה לא פחות טוב ונהנתי מאוד בשירות הצבאי.",m
"הייתי בטיול אחרי צבא במקסיקו. יש עונה מסוימת בשנה שמגיעים כרישי לוויתן לאזור, אני הייתי שם בתחילת העונה, היו הרבה היסוסים האם לצאת לחפש את הכרישים כדי לשחות איתם או שלא כי זאת הייתה תחילת העונה והרבה אנשים שחיפשו במהלך השבוע לא זכו לראות. למזלי אנחנו חיפשנו במשך שעה וחצי ומצאנו להקה של 40 פריטים. מחזה מדהים וזכיתי לשחות ממש קרוב אליהם. זה היה מרגש ומפתיע ממש. נהנתי מאוד.",m
